用語,読み,訳語候補番号,訳語候補,使い分け基準,用例(和文),用例(英文),用例出典,注釈1,注釈2
係属,けいぞく,,pending,,,,,,
継続的給付,けいぞくてききゅうふ,,continuous supply,,,,,【注】（出典）破産法55条、民事再生法50条、会社更生法62条,
芸能,げいのう,,performing art,,,,,,
競売,けいばい,,auction,,,,,,
競売申立人,けいばいもうしたてにん,,auction applicant,,,,,【注】（出典）民事再生法31条,
経費,けいひ,,expense,,,,,,
軽微な,けいびな,1,minor,,,,,,
軽微な,けいびな,2,slight,,,,,,
景品類,けいひんるい,,premiums,,,,,"【注】通例""premiums""（複数形）",
契約,けいやく,,contract,,,,,,
契約金,けいやくきん,,signing bonus,,,,,,
契約者配当,けいやくしゃはいとう,,policyholder dividends,,,,,,
契約書,けいやくしょ,,contract,,,,,,
契約の終了,けいやくのしゅうりょう,1,end of a contract,原則,契約終了日の設定,setting the contract end date,,,
契約の終了,けいやくのしゅうりょう,1,end of a contract,原則,相手方がその受け取った物について…契約が終了したときに返還をすることを約する,the other party promises to return the thing received once the contract has ended,民法第593条,,
契約の終了,けいやくのしゅうりょう,1,end of a contract,原則,銀行は、第二条第十四項各号に掲げる行為を外国において委託する旨の契約を締結しようとするとき、又は当該契約を終了しようとするときは、内閣府令で定めるところにより、内閣総理大臣の認可を受けなければならない。,"A bank must obtain the authorization of the Prime Minister pursuant to the provisions of Cabinet Office Order if it seeks to enter into or end a contract under which it entrusts a person with an activity stated in one of the items of Article 2, paragraph (14) in a foreign state.",銀行法第8条第3項,,
契約の終了,けいやくのしゅうりょう,1,end of a contract,原則,,,,,【自動詞】契約が終了する: the contract ends 【他動詞】契約を終了させる: (a party) ends the contract
契約の終了,けいやくのしゅうりょう,2,expiration of a contract,契約期間の終了の場合,第七十一条第二項に規定する金融庁長官が定める再保険の契約を締結しようとし、又は当該契約を契約期間の終了前に解約しようとする場合,"if the insurance company seeks to conclude the reinsurance contract prescribed by the Commissioner of the Financial Services Agency that is provided for in Article 71, paragraph (2), or to cancel such a contract before its expiration;",保険業法施行規則第85条第1項第11号,,
経理,けいり,,accounting,,,,,,
激甚災害,げきじんさいがい,,disaster of extreme severity,,,,,,
化粧品,けしょうひん,,cosmetics,,,,,,
下水道,げすいどう,1,sewerage system,設備全体の場合,,,,,
下水道,げすいどう,2,sewer drain,下水道管単体の場合,,,,,
欠員,けついん,,vacancy,,,,,,
欠格,けっかく,,disqualification,,欠格者,disqualified person,,,
決議,けつぎ,,resolution,,,,,,【動詞】決議する: resolve
決議について特別の利害関係を有する,けつぎについてとくべつのりがいかんけいをゆうする,,(person) with a special interest in a resolution,,,,,,
決済,けっさい,1,settlement,原則,,,,,
決済,けっさい,2,payment,窓口での支払決済など,,,,,
決済,けっさい,3,clearing,相殺勘定の決済など,,,,,
決算,けっさん,,settlement (of account),,,,,,
決算期,けっさんき,1,accounting period,期間を指す場合,,,,,
決算期,けっさんき,2,fiscal year end,決算期末の期日を指す場合,,,,,
決算報告,けっさんほうこく,,statement of accounts,,,,,,
血族,けつぞく,,relative by blood,,,,,,
決定,けってい,1,ruling,手続内での決定・証拠の採否、手続に関する申立ての許可・不許可などについての裁判所の判断,,,,,
決定,けってい,2,decision,事実問題・法律問題の双方を考慮して得られた結論（司法判断のほか行政判断等にも用いられる）,,,,,
決定,けってい,3,order,裁判形式としての「決定」,,,,,
決定,けってい,4,determination,,株式買取請求があった場合において、株式の価格の決定について、株主と株式会社との間に協議が調ったときは、株式会社は、効力発生日から六十日以内にその支払をしなければならない。,"In cases where a Share Purchase Demand is made, if an agreement is reached between the shareholder and the Stock Company on the determination of the price of the shares, the Stock Company must make the payment within sixty days from the Effective Day.",会社法第117条第1項,,
決定書,けっていしょ,1,written decision,事実問題・法律問題の双方を考慮して得られた結論（司法判断のほか行政判断等にも用いられる。）,,,,,
決定書,けっていしょ,2,written ruling,手続内での決定・証拠の採否、手続に関する申立ての許可・不許可などについての裁判所の判断の書面,,,,,
結了,けつりょう,1,completion,,,,,,
結了,けつりょう,2,conclusion,,,,,,
結了,けつりょう,3,closure,,,,,【注】（出典）一般社団法人法212条1項1号,
県,けん,,prefecture,,,,,,
検案,けんあん,1,doctor's examination after death,,,,,,
検案,けんあん,2,fact examination,,,,,,
検疫,けんえき,,quarantine,,,,,,
検疫所,けんえきしょ,,quarantine station,,,,,,
検閲,けんえつ,,censorship,,,,,,【動詞】検閲する: censor
減価償却,げんかしょうきゃく,1,depreciation,,,,,,
減価償却,げんかしょうきゃく,2,amortization,無形固定資産の場合,,,,,
減価償却資産,げんかしょうきゃくしさん,,depreciable assets,,,,,,
嫌疑,けんぎ,,suspicion,,,,,,
建議,けんぎ,,proposal,,,,,,【動詞】建議する: propose
現業,げんぎょう,,government enterprise,,,,,,
兼業業務,けんぎょうぎょうむ,,concurrent business,,,,,,
減軽,げんけい,1,reduction,刑そのものの減軽,,,,,【動詞】減軽する: reduce
減軽,げんけい,2,mitigation,執行における減軽,,,,,【動詞】減軽する: mitigate
減刑,げんけい,,commutation,,,,,,【動詞】減刑する: commute
権限,けんげん,1,authority,,その権限は、…と解釈してはならない,the authority must not be construed as …,会社法第958条第3項,,
権限,けんげん,1,authority,,,,,,【形容詞】権限のある: authorized
権限,けんげん,2,power,,最高裁判所は、この法律に定めるものの外、他の法律において特に定める権限を有する。,The Supreme Court has powers specially provided for by other laws in addition to those provided for in this Act.,裁判所法第8条,,
権限,けんげん,3,jurisdiction,,裁判所の権限,jurisdiction of the court,裁判所法第25条,,
権原,けんげん,1,title,,権原の性質上占有者に所有の意思がないものとされる場合には、,"In cases where it is assumed, due to the nature of the title, that a possessor does not have the intention to own,",民法第185条,,
権原,けんげん,2,authority,,その取引によって取得した権原の範囲内,within the scope of authority acquired through such transaction,不正競争防止法第19条,,
健康で文化的な生活,けんこうでぶんかてきなせいかつ,,healthy and cultured living,,,,,,
現行犯人,げんこうはんにん,,perpetrator caught in the act,,,,,,
健康保険,けんこうほけん,,health insurance,,,,,,
原告,げんこく,,plaintiff,,,,,,
原告適格,げんこくてきかく,,standing to sue,,,,,,
検査,けんさ,1,inspection,原則,,,,,【動詞】検査する: inspect
検査,けんさ,2,audit,会計検査,会計検査院,the Board of Audit,,,
検査,けんさ,3,examination,身体検査,,,,,
減殺,げんさい,,reduction,,,,,,
現在地,げんざいち,1,current residence,,,,,,
現在地,げんざいち,2,whereabouts,,,,,,
現在の危難,げんざいのきなん,,present danger,,,,,,
原裁判所,げんさいばんしょ,,court of prior instance,,,,,,
検査機関,けんさきかん,1,inspection organization,,,,,,
検査機関,けんさきかん,2,inspection body,,,,,,
原作,げんさく,,original,,,,,,
検索の抗弁,けんさくのこうべん,,defense of debtor's solvency,,,,,,
原作品,げんさくひん,,original work(s),,,,,,
検査所,けんさじょ,,inspection station,,,,,,
検査証,けんさしょう,,inspection certificate,,,,,,
検察官,けんさつかん,,public prosecutor,,,,,,
検察事務官,けんさつじむかん,,public prosecutor's assistant officer,,,,,,
検察庁,けんさつちょう,,public prosecutors office,,,,,,
検査役,けんさやく,,inspector,,,,,,
検視,けんし,,coroner's inspection,,,,,,
検事正,けんじせい,,Chief Prosecutor,,,,,,
検事総長,けんじそうちょう,,Prosecutor General,,,,,,
検事長,けんじちょう,,Superintending Prosecutor,,,,,,
現実数値,げんじつすうち,,actual figure,,,,,,
現実の引渡し,げんじつのひきわたし,,actual delivery,,,,,,
現住建造物,げんじゅうけんぞうぶつ,,inhabited building,,,,,,
検証,けんしょう,1,observation,,,,,,
検証,けんしょう,2,inspection,刑事手続の場合,,,,,
原状回復,げんじょうかいふく,1,restoration,原則,,,,【注】賃借人が負う原状回復義務の場合は、restorationが用いられる。,
原状回復,げんじょうかいふく,2,recovery,,,,,,
兼職,けんしょく,,concurrent holding of positions,,,,,,
原子力,げんしりょく,,nuclear (power),,,,,,
原子力損害,げんしりょくそんがい,,nuclear damage,,,,,,
原子炉,げんしろ,,(nuclear) reactor,,,,,,
